Priority,Nacionality,AdmissionGrade,Relocated,SpecialNeeds,HasDebt,PayTuition,Gender,HasScholarship,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Relationship,MothersHigherEducation,FathersHigherEducation,Dropout
0.25,1.0,0.4444444444444442,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.13333333333333333,0.2857142857142857,0.7884615384615387,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.7179487179487181,0.0,0.2093023255813956,0.0,0.12417437252311747,0.8,0.0,0.0,0
0.0,1.0,0.11111111111111094,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2173913043478261,0.20000000000000004,0.19047619047619047,0.8221153846153847,0.0,0.0,0.21739130434782608,0.2424242424242424,0.25,0.6846153846153847,0.0,0.3720930232558143,0.4888888888888888,0.7661822985468957,0.8,0.0,0.0,0
0.0,1.0,0.11111111111111094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.15555555555555556,0.19047619047619047,0.7788461538461542,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6246153846153848,0.0,0.0,0.7555555555555555,0.5785997357992074,0.6000000000000001,0.0,0.0,0
0.25,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.13333333333333333,0.2857142857142857,0.7307692307692307,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.7000000000000001,0.0,0.9186046511627907,0.8,0.0,0.8,0.0,0.0,0
0.0,1.0,0.4444444444444442,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2173913043478261,0.11111111111111113,0.23809523809523808,0.6230769230769232,0.0,0.0,0.21739130434782608,0.2727272727272727,0.2,0.6192307692307694,0.0,0.2093023255813956,0.0,0.12417437252311747,0.6000000000000001,0.0,1.0,0
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.15555555555555556,0.2857142857142857,0.9230769230769234,0.0,0.0,0.26086956521739124,0.2424242424242424,0.3,0.8548076923076924,0.0,0.5581395348837209,0.28888888888888886,0.7727873183619551,0.8,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05263157894736842,0.2173913043478261,0.11111111111111113,0.23809523809523808,0.8076923076923077,0.0,0.0,0.21739130434782608,0.15151515151515155,0.25,0.7430769230769234,0.0,0.15116279069767458,0.4888888888888888,1.0,0.6000000000000001,0.0,0.0,0
0.0,1.0,0.5555555555555554,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.15555555555555556,0.2857142857142857,0.8489010989010992,0.0,0.0,0.26086956521739124,0.21212121212121213,0.3,0.7628205128205129,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,0.0,0.0,0
0.0,1.0,0.2222222222222221,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.1777777777777778,0.2857142857142857,0.8324175824175826,0.0,0.0,0.26086956521739124,0.36363636363636365,0.2,0.8400000000000001,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0.8,1.0,1.0,0
0.0,1.0,0.4444444444444442,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2173913043478261,0.1777777777777778,0.19047619047619047,0.6346153846153847,0.0,0.0,0.21739130434782608,0.2424242424242424,0.25,0.6461538461538463,0.0,0.0,0.7555555555555555,0.5785997357992074,0.8,0.0,0.0,0
0.0,1.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093023255813956,0.0,0.12417437252311747,0.8,0.0,1.0,1
0.0,1.0,0.5555555555555554,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.15555555555555556,0.19047619047619047,0.5769230769230771,0.0,0.0,0.21739130434782608,0.2424242424242424,0.05,0.8615384615384617,0.0,0.3720930232558143,0.4888888888888888,0.7661822985468957,0.8,0.0,0.0,0
0.0,1.0,0.11111111111111094,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.40000000000000013,0.09523809523809523,0.5961538461538463,0.0,0.0,0.26086956521739124,0.21212121212121213,0.3,0.6192307692307694,0.0,0.9999999999999999,0.2444444444444444,0.4147952443857331,0.0,0.0,0.0,0
0.5,1.0,0.2222222222222221,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.15555555555555556,0.2857142857142857,0.774725274725275,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.6820512820512822,0.0,0.15116279069767458,0.4888888888888888,1.0,0.8,0.0,0.0,0
0.0,1.0,0.33333333333333326,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.13333333333333333,0.2857142857142857,0.8653846153846153,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.7179487179487181,0.0,0.15116279069767458,0.4888888888888888,1.0,0.8,0.0,0.0,0
0.25,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.20000000000000004,0.23809523809523808,0.7153846153846154,0.0,0.0,0.26086956521739124,0.3030303030303031,0.15,0.5743589743589743,0.0,0.3720930232558143,0.4888888888888888,0.7661822985468957,0.8,0.0,0.0,1
0.0,1.0,0.33333333333333326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.11111111111111113,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515155,0.0,0.0,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,1.0,0.0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.46666666666666673,0.14285714285714285,0.7307692307692307,0.0,0.0,0.26086956521739124,0.4545454545454545,0.1,0.5923076923076924,0.0,0.9186046511627907,0.8,0.0,0.6000000000000001,0.0,0.0,1
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.20000000000000004,0.23809523809523808,0.726923076923077,0.08333333333333334,0.0,0.21739130434782608,0.2424242424242424,0.2,0.6461538461538463,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,0.0,0.0,0
0.125,1.0,0.11111111111111094,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.30434782608695654,0.15555555555555556,0.3333333333333333,0.7994505494505496,0.0,0.0,0.3043478260869565,0.2424242424242424,0.35,0.676923076923077,0.0,0.15116279069767458,0.4888888888888888,1.0,0.8,0.0,0.0,0
0.0,1.0,0.2222222222222221,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26086956521739135,0.33333333333333337,0.047619047619047616,0.7500000000000001,0.0,0.0,0.26086956521739124,0.2424242424242424,0.2,0.6057692307692308,0.0,0.2093023255813956,0.0,0.12417437252311747,0.8,0.0,0.0,0
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26086956521739135,0.13333333333333333,0.2857142857142857,0.6826923076923079,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.7089743589743591,0.0,0.0,0.7555555555555555,0.5785997357992074,0.8,0.0,0.0,0
0.375,1.0,0.33333333333333326,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3478260869565218,0.20000000000000004,0.38095238095238093,0.8309134615384615,0.08333333333333334,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7755192307692309,0.08333333333333333,0.2093023255813956,0.0,0.12417437252311747,0.8,0.0,0.0,0
0.0,1.0,0.5555555555555554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.3720930232558143,0.4888888888888888,0.7661822985468957,0.8,0.0,0.0,1
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3478260869565218,0.1777777777777778,0.3333333333333333,0.7681318681318684,0.0,0.0,0.34782608695652173,0.2424242424242424,0.35,0.7169230769230771,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,0.0,0.0,0
0.0,1.0,0.2222222222222221,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.13333333333333333,0.2857142857142857,0.7307692307692307,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.6282051282051283,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,0.0,0.0,0
0.25,1.0,0.4444444444444442,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930232558139533,1.0,0.31175693527080584,0.8,1.0,1.0,0
0.0,1.0,0.5555555555555554,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.22222222222222227,0.14285714285714285,0.6730769230769231,0.0,0.0,0.26086956521739124,0.2424242424242424,0.25,0.6461538461538463,0.0,0.2093023255813956,0.0,0.12417437252311747,0.8,0.0,1.0,0
0.125,1.0,0.11111111111111094,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.1777777777777778,0.2857142857142857,0.6250000000000001,0.0,0.0,0.26086956521739124,0.2727272727272727,0.3,0.6192307692307694,0.0,0.3720930232558143,0.4888888888888888,0.7661822985468957,0.8,1.0,0.0,0
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.30434782608695654,0.15555555555555556,0.3333333333333333,0.8497252747252748,0.0,0.0,0.34782608695652173,0.33333333333333326,0.4,0.8791608391608393,0.0,0.9999999999999999,0.2444444444444444,0.4147952443857331,0.8,0.0,1.0,0
0.0,1.0,0.11111111111111094,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.1777777777777778,0.2857142857142857,0.7211538461538463,0.0,0.0,0.26086956521739124,0.18181818181818182,0.3,0.6641025641025642,0.0,0.9186046511627907,0.8,0.0,0.8,1.0,0.0,0
0.25,1.0,0.2222222222222221,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.20000000000000004,0.2857142857142857,0.6250000000000001,0.0,0.0,0.26086956521739124,0.2424242424242424,0.25,0.5923076923076924,0.0,0.0,0.7555555555555555,0.5785997357992074,0.8,0.0,0.0,0
0.0,1.0,0.33333333333333326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.1777777777777778,0.2857142857142857,0.7994505494505496,0.0,0.0,0.26086956521739124,0.4545454545454545,0.3,0.7053846153846155,0.0,0.5581395348837209,0.28888888888888886,0.7727873183619551,0.8,1.0,0.0,0
0.125,1.0,0.2222222222222221,0.0,0.0,1.0,1.0,1.0,0.0,0.5789473684210527,0.6086956521739131,0.3111111111111111,0.5714285714285714,0.7115384615384618,0.16666666666666669,0.6111111111111112,0.608695652173913,0.4242424242424243,0.6,0.6641025641025642,0.16666666666666666,0.0,0.7555555555555555,0.5785997357992074,0.8,0.0,0.0,0
0.0,1.0,0.11111111111111094,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26086956521739135,0.15555555555555556,0.2857142857142857,0.7692307692307694,0.0,0.0,0.26086956521739124,0.18181818181818182,0.2,0.6865384615384617,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0.8,0.0,1.0,0
